2024-03-21 10:08:21 epoch: 0, loss: nan
2024-03-21 10:08:22 epoch: 1, loss: nan
2024-03-21 10:08:23 epoch: 2, loss: nan
2024-03-21 10:08:24 epoch: 3, loss: nan
2024-03-21 10:08:25 epoch: 4, loss: nan
2024-03-21 10:08:26 epoch: 5, loss: nan
2024-03-21 10:08:27 epoch: 6, loss: nan
2024-03-21 10:08:28 epoch: 7, loss: nan
2024-03-21 10:08:29 epoch: 8, loss: nan
2024-03-21 10:08:30 epoch: 9, loss: nan
2024-03-21 10:08:31 epoch: 10, loss: nan
2024-03-21 10:08:32 epoch: 11, loss: nan
2024-03-21 10:08:33 epoch: 12, loss: nan
2024-03-21 10:08:34 epoch: 13, loss: nan
2024-03-21 10:08:35 epoch: 14, loss: nan
2024-03-21 10:08:37 epoch: 15, loss: nan
2024-03-21 10:08:38 epoch: 16, loss: nan
2024-03-21 10:08:39 epoch: 17, loss: nan
2024-03-21 10:08:40 epoch: 18, loss: nan
2024-03-21 10:08:41 epoch: 19, loss: nan
2024-03-21 10:08:42 epoch: 20, loss: nan
2024-03-21 10:08:43 epoch: 21, loss: nan
2024-03-21 10:08:44 epoch: 22, loss: nan
2024-03-21 10:08:45 epoch: 23, loss: nan
2024-03-21 10:08:46 epoch: 24, loss: nan
2024-03-21 10:08:47 epoch: 25, loss: nan
2024-03-21 10:08:48 epoch: 26, loss: nan
2024-03-21 10:08:49 epoch: 27, loss: nan
2024-03-21 10:08:50 epoch: 28, loss: nan
2024-03-21 10:08:51 epoch: 29, loss: nan
2024-03-21 10:08:52 epoch: 30, loss: nan
2024-03-21 10:08:53 epoch: 31, loss: nan
2024-03-21 10:08:54 epoch: 32, loss: nan
2024-03-21 10:08:55 epoch: 33, loss: nan
2024-03-21 10:08:56 epoch: 34, loss: nan
2024-03-21 10:08:58 epoch: 35, loss: nan
2024-03-21 10:08:59 epoch: 36, loss: nan
2024-03-21 10:09:00 epoch: 37, loss: nan
2024-03-21 10:09:01 epoch: 38, loss: nan
2024-03-21 10:09:02 epoch: 39, loss: nan
2024-03-21 10:09:03 epoch: 40, loss: nan
2024-03-21 10:09:04 epoch: 41, loss: nan
2024-03-21 10:09:05 epoch: 42, loss: nan
2024-03-21 10:09:06 epoch: 43, loss: nan
2024-03-21 10:09:07 epoch: 44, loss: nan
2024-03-21 10:09:08 epoch: 45, loss: nan
2024-03-21 10:09:09 epoch: 46, loss: nan
2024-03-21 10:09:10 epoch: 47, loss: nan
2024-03-21 10:09:11 epoch: 48, loss: nan
2024-03-21 10:09:12 epoch: 49, loss: nan
2024-03-21 10:09:14 epoch: 50, loss: nan
2024-03-21 10:09:15 epoch: 51, loss: nan
2024-03-21 10:09:16 epoch: 52, loss: nan
2024-03-21 10:09:17 epoch: 53, loss: nan
2024-03-21 10:09:18 epoch: 54, loss: nan
2024-03-21 10:09:19 epoch: 55, loss: nan
2024-03-21 10:09:20 epoch: 56, loss: nan
2024-03-21 10:09:21 epoch: 57, loss: nan
2024-03-21 10:09:22 epoch: 58, loss: nan
2024-03-21 10:09:23 epoch: 59, loss: nan
2024-03-21 10:09:24 epoch: 60, loss: nan
2024-03-21 10:09:25 epoch: 61, loss: nan
2024-03-21 10:09:26 epoch: 62, loss: nan
2024-03-21 10:09:27 epoch: 63, loss: nan
2024-03-21 10:09:28 epoch: 64, loss: nan
2024-03-21 10:09:29 epoch: 65, loss: nan
2024-03-21 10:09:30 epoch: 66, loss: nan
2024-03-21 10:09:31 epoch: 67, loss: nan
2024-03-21 10:09:33 epoch: 68, loss: nan
2024-03-21 10:09:34 epoch: 69, loss: nan
2024-03-21 10:09:35 epoch: 70, loss: nan
2024-03-21 10:09:36 epoch: 71, loss: nan
2024-03-21 10:09:37 epoch: 72, loss: nan
2024-03-21 10:09:38 epoch: 73, loss: nan
2024-03-21 10:09:39 epoch: 74, loss: nan
2024-03-21 10:09:40 epoch: 75, loss: nan
2024-03-21 10:09:41 epoch: 76, loss: nan
2024-03-21 10:09:42 epoch: 77, loss: nan
2024-03-21 10:09:43 epoch: 78, loss: nan
2024-03-21 10:09:44 epoch: 79, loss: nan
2024-03-21 10:09:45 epoch: 80, loss: nan
2024-03-21 10:09:46 epoch: 81, loss: nan
2024-03-21 10:09:47 epoch: 82, loss: nan
2024-03-21 10:09:48 epoch: 83, loss: nan
2024-03-21 10:09:50 epoch: 84, loss: nan
2024-03-21 10:09:51 epoch: 85, loss: nan
2024-03-21 10:09:52 epoch: 86, loss: nan
2024-03-21 10:09:53 epoch: 87, loss: nan
2024-03-21 10:09:54 epoch: 88, loss: nan
2024-03-21 10:09:55 epoch: 89, loss: nan
2024-03-21 10:09:56 epoch: 90, loss: nan
2024-03-21 10:09:57 epoch: 91, loss: nan
2024-03-21 10:09:58 epoch: 92, loss: nan
2024-03-21 10:09:59 epoch: 93, loss: nan
2024-03-21 10:10:00 epoch: 94, loss: nan
2024-03-21 10:10:02 epoch: 95, loss: nan
2024-03-21 10:10:03 epoch: 96, loss: nan
2024-03-21 10:10:04 epoch: 97, loss: nan
2024-03-21 10:10:05 epoch: 98, loss: nan
2024-03-21 10:10:06 epoch: 99, loss: nan
2024-03-21 10:10:07 epoch: 100, loss: nan
2024-03-21 10:10:08 epoch: 101, loss: nan
2024-03-21 10:10:09 epoch: 102, loss: nan
2024-03-21 10:10:10 epoch: 103, loss: nan
2024-03-21 10:10:11 epoch: 104, loss: nan
2024-03-21 10:10:12 epoch: 105, loss: nan
2024-03-21 10:10:13 epoch: 106, loss: nan
2024-03-21 10:10:14 epoch: 107, loss: nan
2024-03-21 10:10:16 epoch: 108, loss: nan
2024-03-21 10:10:17 epoch: 109, loss: nan
2024-03-21 10:10:18 epoch: 110, loss: nan
2024-03-21 10:10:19 epoch: 111, loss: nan
2024-03-21 10:10:20 epoch: 112, loss: nan
2024-03-21 10:10:21 epoch: 113, loss: nan
2024-03-21 10:10:22 epoch: 114, loss: nan
2024-03-21 10:10:23 epoch: 115, loss: nan
2024-03-21 10:10:24 epoch: 116, loss: nan
2024-03-21 10:10:25 epoch: 117, loss: nan
2024-03-21 10:10:26 epoch: 118, loss: nan
2024-03-21 10:10:27 epoch: 119, loss: nan
2024-03-21 10:10:28 epoch: 120, loss: nan
2024-03-21 10:10:29 epoch: 121, loss: nan
2024-03-21 10:10:31 epoch: 122, loss: nan
2024-03-21 10:10:32 epoch: 123, loss: nan
2024-03-21 10:10:33 epoch: 124, loss: nan
2024-03-21 10:10:34 epoch: 125, loss: nan
2024-03-21 10:10:35 epoch: 126, loss: nan
2024-03-21 10:10:36 epoch: 127, loss: nan
2024-03-21 10:10:37 epoch: 128, loss: nan
2024-03-21 10:10:38 epoch: 129, loss: nan
2024-03-21 10:10:39 epoch: 130, loss: nan
2024-03-21 10:10:40 epoch: 131, loss: nan
2024-03-21 10:10:41 epoch: 132, loss: nan
2024-03-21 10:10:42 epoch: 133, loss: nan
2024-03-21 10:10:43 epoch: 134, loss: nan
2024-03-21 10:10:44 epoch: 135, loss: nan
2024-03-21 10:10:46 epoch: 136, loss: nan
2024-03-21 10:10:47 epoch: 137, loss: nan
2024-03-21 10:10:48 epoch: 138, loss: nan
2024-03-21 10:10:49 epoch: 139, loss: nan
2024-03-21 10:10:50 epoch: 140, loss: nan
2024-03-21 10:10:51 epoch: 141, loss: nan
2024-03-21 10:10:52 epoch: 142, loss: nan
2024-03-21 10:10:53 epoch: 143, loss: nan
2024-03-21 10:10:54 epoch: 144, loss: nan
2024-03-21 10:10:55 epoch: 145, loss: nan
2024-03-21 10:10:56 epoch: 146, loss: nan
2024-03-21 10:10:57 epoch: 147, loss: nan
2024-03-21 10:10:58 epoch: 148, loss: nan
2024-03-21 10:10:59 epoch: 149, loss: nan
2024-03-21 10:11:01 epoch: 150, loss: nan
2024-03-21 10:11:02 epoch: 151, loss: nan
2024-03-21 10:11:03 epoch: 152, loss: nan
2024-03-21 10:11:04 epoch: 153, loss: nan
2024-03-21 10:11:05 epoch: 154, loss: nan
2024-03-21 10:11:06 epoch: 155, loss: nan
2024-03-21 10:11:07 epoch: 156, loss: nan
2024-03-21 10:11:08 epoch: 157, loss: nan
2024-03-21 10:11:09 epoch: 158, loss: nan
2024-03-21 10:11:10 epoch: 159, loss: nan
2024-03-21 10:11:11 epoch: 160, loss: nan
2024-03-21 10:11:12 epoch: 161, loss: nan
2024-03-21 10:11:13 epoch: 162, loss: nan
2024-03-21 10:11:14 epoch: 163, loss: nan
2024-03-21 10:11:15 epoch: 164, loss: nan
2024-03-21 10:11:16 epoch: 165, loss: nan
2024-03-21 10:11:17 epoch: 166, loss: nan
2024-03-21 10:11:18 epoch: 167, loss: nan
2024-03-21 10:11:19 epoch: 168, loss: nan
2024-03-21 10:11:21 epoch: 169, loss: nan
2024-03-21 10:11:22 epoch: 170, loss: nan
2024-03-21 10:11:23 epoch: 171, loss: nan
2024-03-21 10:11:24 epoch: 172, loss: nan
2024-03-21 10:11:25 epoch: 173, loss: nan
2024-03-21 10:11:26 epoch: 174, loss: nan
2024-03-21 10:11:27 epoch: 175, loss: nan
2024-03-21 10:11:28 epoch: 176, loss: nan
2024-03-21 10:11:29 epoch: 177, loss: nan
2024-03-21 10:11:30 epoch: 178, loss: nan
2024-03-21 10:11:31 epoch: 179, loss: nan
2024-03-21 10:11:32 epoch: 180, loss: nan
2024-03-21 10:11:33 epoch: 181, loss: nan
2024-03-21 10:11:34 epoch: 182, loss: nan
2024-03-21 10:11:35 epoch: 183, loss: nan
2024-03-21 10:11:36 epoch: 184, loss: nan
2024-03-21 10:11:37 epoch: 185, loss: nan
2024-03-21 10:11:38 epoch: 186, loss: nan
2024-03-21 10:11:39 epoch: 187, loss: nan
2024-03-21 10:11:40 epoch: 188, loss: nan
2024-03-21 10:11:42 epoch: 189, loss: nan
2024-03-21 10:11:43 epoch: 190, loss: nan
2024-03-21 10:11:44 epoch: 191, loss: nan
2024-03-21 10:11:45 epoch: 192, loss: nan
2024-03-21 10:11:46 epoch: 193, loss: nan
2024-03-21 10:11:47 epoch: 194, loss: nan
2024-03-21 10:11:48 epoch: 195, loss: nan
2024-03-21 10:11:49 epoch: 196, loss: nan
2024-03-21 10:11:50 epoch: 197, loss: nan
2024-03-21 10:11:51 epoch: 198, loss: nan
2024-03-21 10:11:52 epoch: 199, loss: nan
