2024-04-09 05:59:22 epoch: 0, loss: nan
2024-04-09 05:59:22 epoch: 1, loss: nan
2024-04-09 05:59:22 epoch: 2, loss: nan
2024-04-09 05:59:23 epoch: 3, loss: nan
2024-04-09 05:59:23 epoch: 4, loss: nan
2024-04-09 05:59:23 epoch: 5, loss: nan
2024-04-09 05:59:24 epoch: 6, loss: nan
2024-04-09 05:59:24 epoch: 7, loss: nan
2024-04-09 05:59:25 epoch: 8, loss: nan
2024-04-09 05:59:25 epoch: 9, loss: nan
2024-04-09 05:59:25 epoch: 10, loss: nan
2024-04-09 05:59:25 epoch: 11, loss: nan
2024-04-09 05:59:26 epoch: 12, loss: nan
2024-04-09 05:59:26 epoch: 13, loss: nan
2024-04-09 05:59:26 epoch: 14, loss: nan
2024-04-09 05:59:27 epoch: 15, loss: nan
2024-04-09 05:59:27 epoch: 16, loss: nan
2024-04-09 05:59:27 epoch: 17, loss: nan
2024-04-09 05:59:28 epoch: 18, loss: nan
2024-04-09 05:59:28 epoch: 19, loss: nan
2024-04-09 05:59:28 epoch: 20, loss: nan
2024-04-09 05:59:29 epoch: 21, loss: nan
2024-04-09 05:59:29 epoch: 22, loss: nan
2024-04-09 05:59:29 epoch: 23, loss: nan
2024-04-09 05:59:30 epoch: 24, loss: nan
2024-04-09 05:59:30 epoch: 25, loss: nan
2024-04-09 05:59:30 epoch: 26, loss: nan
2024-04-09 05:59:31 epoch: 27, loss: nan
2024-04-09 05:59:31 epoch: 28, loss: nan
2024-04-09 05:59:31 epoch: 29, loss: nan
2024-04-09 05:59:32 epoch: 30, loss: nan
2024-04-09 05:59:32 epoch: 31, loss: nan
2024-04-09 05:59:32 epoch: 32, loss: nan
2024-04-09 05:59:32 epoch: 33, loss: nan
2024-04-09 05:59:33 epoch: 34, loss: nan
2024-04-09 05:59:33 epoch: 35, loss: nan
2024-04-09 05:59:33 epoch: 36, loss: nan
2024-04-09 05:59:34 epoch: 37, loss: nan
2024-04-09 05:59:34 epoch: 38, loss: nan
2024-04-09 05:59:34 epoch: 39, loss: nan
2024-04-09 05:59:35 epoch: 40, loss: nan
2024-04-09 05:59:35 epoch: 41, loss: nan
2024-04-09 05:59:35 epoch: 42, loss: nan
2024-04-09 05:59:36 epoch: 43, loss: nan
2024-04-09 05:59:36 epoch: 44, loss: nan
2024-04-09 05:59:36 epoch: 45, loss: nan
2024-04-09 05:59:37 epoch: 46, loss: nan
2024-04-09 05:59:37 epoch: 47, loss: nan
2024-04-09 05:59:37 epoch: 48, loss: nan
2024-04-09 05:59:37 epoch: 49, loss: nan
2024-04-09 05:59:38 epoch: 50, loss: nan
2024-04-09 05:59:38 epoch: 51, loss: nan
2024-04-09 05:59:38 epoch: 52, loss: nan
2024-04-09 05:59:39 epoch: 53, loss: nan
2024-04-09 05:59:39 epoch: 54, loss: nan
2024-04-09 05:59:39 epoch: 55, loss: nan
2024-04-09 05:59:40 epoch: 56, loss: nan
2024-04-09 05:59:40 epoch: 57, loss: nan
2024-04-09 05:59:40 epoch: 58, loss: nan
