2024-04-09 06:22:59 epoch: 0, loss: nan
2024-04-09 06:23:00 epoch: 1, loss: nan
2024-04-09 06:23:00 epoch: 2, loss: nan
2024-04-09 06:23:00 epoch: 3, loss: nan
2024-04-09 06:23:01 epoch: 4, loss: nan
2024-04-09 06:23:01 epoch: 5, loss: nan
2024-04-09 06:23:02 epoch: 6, loss: nan
2024-04-09 06:23:02 epoch: 7, loss: nan
2024-04-09 06:23:02 epoch: 8, loss: nan
2024-04-09 06:23:03 epoch: 9, loss: nan
2024-04-09 06:23:03 epoch: 10, loss: nan
2024-04-09 06:23:04 epoch: 11, loss: nan
2024-04-09 06:23:04 epoch: 12, loss: nan
2024-04-09 06:23:05 epoch: 13, loss: nan
2024-04-09 06:23:05 epoch: 14, loss: nan
2024-04-09 06:23:05 epoch: 15, loss: nan
2024-04-09 06:23:06 epoch: 16, loss: nan
2024-04-09 06:23:06 epoch: 17, loss: nan
2024-04-09 06:23:07 epoch: 18, loss: nan
2024-04-09 06:23:07 epoch: 19, loss: nan
2024-04-09 06:23:07 epoch: 20, loss: nan
2024-04-09 06:23:08 epoch: 21, loss: nan
2024-04-09 06:23:08 epoch: 22, loss: nan
2024-04-09 06:23:09 epoch: 23, loss: nan
2024-04-09 06:23:09 epoch: 24, loss: nan
2024-04-09 06:23:09 epoch: 25, loss: nan
2024-04-09 06:23:10 epoch: 26, loss: nan
2024-04-09 06:23:10 epoch: 27, loss: nan
2024-04-09 06:23:11 epoch: 28, loss: nan
2024-04-09 06:23:11 epoch: 29, loss: nan
2024-04-09 06:23:11 epoch: 30, loss: nan
2024-04-09 06:23:12 epoch: 31, loss: nan
2024-04-09 06:23:12 epoch: 32, loss: nan
2024-04-09 06:23:13 epoch: 33, loss: nan
2024-04-09 06:23:13 epoch: 34, loss: nan
2024-04-09 06:23:13 epoch: 35, loss: nan
2024-04-09 06:23:14 epoch: 36, loss: nan
2024-04-09 06:23:14 epoch: 37, loss: nan
2024-04-09 06:23:15 epoch: 38, loss: nan
2024-04-09 06:23:15 epoch: 39, loss: nan
2024-04-09 06:23:16 epoch: 40, loss: nan
2024-04-09 06:23:16 epoch: 41, loss: nan
2024-04-09 06:23:16 epoch: 42, loss: nan
2024-04-09 06:23:17 epoch: 43, loss: nan
2024-04-09 06:23:17 epoch: 44, loss: nan
2024-04-09 06:23:18 epoch: 45, loss: nan
2024-04-09 06:23:18 epoch: 46, loss: nan
2024-04-09 06:23:18 epoch: 47, loss: nan
2024-04-09 06:23:19 epoch: 48, loss: nan
2024-04-09 06:23:19 epoch: 49, loss: nan
2024-04-09 06:23:20 epoch: 50, loss: nan
2024-04-09 06:23:20 epoch: 51, loss: nan
2024-04-09 06:23:20 epoch: 52, loss: nan
2024-04-09 06:23:21 epoch: 53, loss: nan
2024-04-09 06:23:21 epoch: 54, loss: nan
2024-04-09 06:23:22 epoch: 55, loss: nan
2024-04-09 06:23:22 epoch: 56, loss: nan
2024-04-09 06:23:22 epoch: 57, loss: nan
2024-04-09 06:23:23 epoch: 58, loss: nan
2024-04-09 06:23:23 epoch: 59, loss: nan
2024-04-09 06:23:24 epoch: 60, loss: nan
2024-04-09 06:23:24 epoch: 61, loss: nan
2024-04-09 06:23:25 epoch: 62, loss: nan
2024-04-09 06:23:25 epoch: 63, loss: nan
2024-04-09 06:23:25 epoch: 64, loss: nan
2024-04-09 06:23:26 epoch: 65, loss: nan
2024-04-09 06:23:26 epoch: 66, loss: nan
2024-04-09 06:23:27 epoch: 67, loss: nan
2024-04-09 06:23:27 epoch: 68, loss: nan
2024-04-09 06:23:27 epoch: 69, loss: nan
2024-04-09 06:23:28 epoch: 70, loss: nan
2024-04-09 06:23:28 epoch: 71, loss: nan
2024-04-09 06:23:29 epoch: 72, loss: nan
2024-04-09 06:23:29 epoch: 73, loss: nan
2024-04-09 06:23:29 epoch: 74, loss: nan
2024-04-09 06:23:30 epoch: 75, loss: nan
2024-04-09 06:23:30 epoch: 76, loss: nan
2024-04-09 06:23:31 epoch: 77, loss: nan
2024-04-09 06:23:31 epoch: 78, loss: nan
2024-04-09 06:23:31 epoch: 79, loss: nan
2024-04-09 06:23:32 epoch: 80, loss: nan
2024-04-09 06:23:32 epoch: 81, loss: nan
2024-04-09 06:23:33 epoch: 82, loss: nan
2024-04-09 06:23:33 epoch: 83, loss: nan
2024-04-09 06:23:33 epoch: 84, loss: nan
2024-04-09 06:23:34 epoch: 85, loss: nan
2024-04-09 06:23:34 epoch: 86, loss: nan
2024-04-09 06:23:35 epoch: 87, loss: nan
2024-04-09 06:23:35 epoch: 88, loss: nan
2024-04-09 06:23:35 epoch: 89, loss: nan
2024-04-09 06:23:36 epoch: 90, loss: nan
2024-04-09 06:23:36 epoch: 91, loss: nan
2024-04-09 06:23:37 epoch: 92, loss: nan
2024-04-09 06:23:37 epoch: 93, loss: nan
2024-04-09 06:23:38 epoch: 94, loss: nan
2024-04-09 06:23:38 epoch: 95, loss: nan
2024-04-09 06:23:38 epoch: 96, loss: nan
2024-04-09 06:23:39 epoch: 97, loss: nan
2024-04-09 06:23:39 epoch: 98, loss: nan
2024-04-09 06:23:39 epoch: 99, loss: nan
2024-04-09 06:23:40 epoch: 100, loss: nan
2024-04-09 06:23:40 epoch: 101, loss: nan
2024-04-09 06:23:41 epoch: 102, loss: nan
2024-04-09 06:23:41 epoch: 103, loss: nan
2024-04-09 06:23:42 epoch: 104, loss: nan
2024-04-09 06:23:42 epoch: 105, loss: nan
2024-04-09 06:23:42 epoch: 106, loss: nan
2024-04-09 06:23:43 epoch: 107, loss: nan
2024-04-09 06:23:43 epoch: 108, loss: nan
2024-04-09 06:23:44 epoch: 109, loss: nan
2024-04-09 06:23:44 epoch: 110, loss: nan
2024-04-09 06:23:44 epoch: 111, loss: nan
2024-04-09 06:23:45 epoch: 112, loss: nan
2024-04-09 06:23:45 epoch: 113, loss: nan
2024-04-09 06:23:46 epoch: 114, loss: nan
2024-04-09 06:23:46 epoch: 115, loss: nan
2024-04-09 06:23:46 epoch: 116, loss: nan
2024-04-09 06:23:47 epoch: 117, loss: nan
2024-04-09 06:23:47 epoch: 118, loss: nan
2024-04-09 06:23:48 epoch: 119, loss: nan
2024-04-09 06:23:48 epoch: 120, loss: nan
2024-04-09 06:23:48 epoch: 121, loss: nan
2024-04-09 06:23:49 epoch: 122, loss: nan
2024-04-09 06:23:49 epoch: 123, loss: nan
2024-04-09 06:23:50 epoch: 124, loss: nan
2024-04-09 06:23:50 epoch: 125, loss: nan
2024-04-09 06:23:51 epoch: 126, loss: nan
2024-04-09 06:23:51 epoch: 127, loss: nan
2024-04-09 06:23:51 epoch: 128, loss: nan
2024-04-09 06:23:52 epoch: 129, loss: nan
2024-04-09 06:23:52 epoch: 130, loss: nan
2024-04-09 06:23:53 epoch: 131, loss: nan
2024-04-09 06:23:53 epoch: 132, loss: nan
2024-04-09 06:23:53 epoch: 133, loss: nan
2024-04-09 06:23:54 epoch: 134, loss: nan
2024-04-09 06:23:54 epoch: 135, loss: nan
2024-04-09 06:23:55 epoch: 136, loss: nan
2024-04-09 06:23:55 epoch: 137, loss: nan
2024-04-09 06:23:55 epoch: 138, loss: nan
2024-04-09 06:23:56 epoch: 139, loss: nan
2024-04-09 06:23:56 epoch: 140, loss: nan
2024-04-09 06:23:57 epoch: 141, loss: nan
2024-04-09 06:23:57 epoch: 142, loss: nan
2024-04-09 06:23:57 epoch: 143, loss: nan
2024-04-09 06:23:58 epoch: 144, loss: nan
2024-04-09 06:23:58 epoch: 145, loss: nan
2024-04-09 06:23:59 epoch: 146, loss: nan
2024-04-09 06:23:59 epoch: 147, loss: nan
2024-04-09 06:24:00 epoch: 148, loss: nan
2024-04-09 06:24:00 epoch: 149, loss: nan
2024-04-09 06:24:00 epoch: 150, loss: nan
2024-04-09 06:24:01 epoch: 151, loss: nan
2024-04-09 06:24:01 epoch: 152, loss: nan
2024-04-09 06:24:01 epoch: 153, loss: nan
2024-04-09 06:24:02 epoch: 154, loss: nan
2024-04-09 06:24:02 epoch: 155, loss: nan
2024-04-09 06:24:03 epoch: 156, loss: nan
2024-04-09 06:24:03 epoch: 157, loss: nan
2024-04-09 06:24:04 epoch: 158, loss: nan
